,screen,tag_screen
23,http://45.33.96.10:9081/buzzfeed-signin-1-bbox-0156-screen.jpg,home
24,http://45.33.96.10:9081/zappos-signin-1-bbox-2018-screen.jpg,sign_in
25,http://45.33.96.10:9081/zappos-signin-1-bbox-0085-screen.jpg,sign_in
26,http://45.33.96.10:9081/etsy-signin-2-bbox-0049-screen.jpg,get_started
27,http://45.33.96.10:9081/aliexpress-signin-bbox-2253-screen.jpg,sign_in
28,http://45.33.96.10:9081/wish-video-signin-1-bbox-3013-screen.jpg,pwd_assistant
29,http://45.33.96.10:9081/aliexpress-video-signin-1-2-bbox-0285-screen.jpg,signin_or_signup
30,http://45.33.96.10:9081/wish-video-signin-1-bbox-1771-screen.jpg,error
31,http://45.33.96.10:9081/6pm-video-signin-4-bbox-2273-screen.jpg,pwd_assistant
32,http://45.33.96.10:9081/wish-video-signin-1-bbox-3244-screen.jpg,sign_in
33,http://45.33.96.10:9081/aliexpress-video-signin-1-1-bbox-0130-screen.jpg,home
34,http://45.33.96.10:9081/etsy-signin-1-bbox-0088-screen.jpg,get_started
35,http://45.33.96.10:9081/groupon-video-signin-2-1-bbox-0351-screen.jpg,sign_in
36,http://45.33.96.10:9081/wish-video-signin-4-bbox-0067-screen.jpg,sign_in
37,http://45.33.96.10:9081/wish-video-signin-1-bbox-3967-screen.jpg,sign_in
38,http://45.33.96.10:9081/aliexpress-video-signin-1-1-bbox-0299-screen.jpg,item_detail
39,http://45.33.96.10:9081/buzzfeed-signin-2-bbox-0116-screen.jpg,home
40,http://45.33.96.10:9081/wish-video-signin-1-bbox-2499-screen.jpg,sign_in
41,http://45.33.96.10:9081/wish-video-signin-3-bbox-1625-screen.jpg,popup
42,http://45.33.96.10:9081/aliexpress-video-signin-1-1-bbox-0641-screen.jpg,sign_in
43,http://45.33.96.10:9081/aliexpress-video-signin-1-1-bbox-0441-screen.jpg,item_detail
44,http://45.33.96.10:9081/etsy-signin-1-bbox-0849-screen.jpg,sign_in
45,http://45.33.96.10:9081/6pm-video-signin-4-bbox-1733-screen.jpg,pwd_assistant
46,http://45.33.96.10:9081/wish-video-signin-3-bbox-1496-screen.jpg,pwd_assistant
47,http://45.33.96.10:9081/groupon-video-signin-2-2-bbox-0570-screen.jpg,sign_in
48,http://45.33.96.10:9081/home-video-signin-3-1-bbox-1561-screen.jpg,sign_in
49,http://45.33.96.10:9081/aliexpress-video-signin-1-1-bbox-0542-screen.jpg,signin_or_signup
50,http://45.33.96.10:9081/zappos-signin-2-bbox-0367-screen.jpg,sign_up
51,http://45.33.96.10:9081/groupon-video-signin-2-2-bbox-0098-screen.jpg,popup
52,http://45.33.96.10:9081/aliexpress-video-signin-1-1-bbox-0393-screen.jpg,item_detail
53,http://45.33.96.10:9081/6pm-video-signin-4-bbox-0602-screen.jpg,sign_in
54,http://45.33.96.10:9081/wish-video-signin-1-bbox-3518-screen.jpg,sign_in
55,http://45.33.96.10:9081/aliexpress-video-signin-1-2-bbox-0406-screen.jpg,sign_in
56,http://45.33.96.10:9081/aliexpress-video-signin-1-2-bbox-2170-screen.jpg,sign_in
57,http://45.33.96.10:9081/wish-video-signin-1-bbox-1304-screen.jpg,sign_in
58,http://45.33.96.10:9081/aliexpress-signin-bbox-3027-screen.jpg,sign_in
59,http://45.33.96.10:9081/buzzfeed-signin-2-bbox-0332-screen.jpg,setting
60,http://45.33.96.10:9081/groupon-video-signin-2-2-bbox-0345-screen.jpg,home
61,http://45.33.96.10:9081/wish-video-signin-4-bbox-1605-screen.jpg,sign_in
62,http://45.33.96.10:9081/etsy-signin-1-bbox-0387-screen.jpg,sign_in
63,http://45.33.96.10:9081/home-video-signin-3-2-bbox-1664-screen.jpg,sign_in
64,http://45.33.96.10:9081/wish-video-signin-4-bbox-1890-screen.jpg,get_started
65,http://45.33.96.10:9081/zappos-signin-2-bbox-0058-screen.jpg,home
66,http://45.33.96.10:9081/home-video-signin-3-2-bbox-2049-screen.jpg,sign_in
67,http://45.33.96.10:9081/aliexpress-video-signin-1-2-bbox-1866-screen.jpg,sign_in
68,http://45.33.96.10:9081/etsy-signin-2-bbox-1647-screen.jpg,sign_in
69,http://45.33.96.10:9081/aliexpress-video-signin-1-1-bbox-0176-screen.jpg,cart
70,http://45.33.96.10:9081/wish-video-signin-2-bbox-0853-screen.jpg,sign_in
71,http://45.33.96.10:9081/buzzfeed-signin-2-bbox-0540-screen.jpg,signin_google_popup
72,http://45.33.96.10:9081/wish-video-signin-4-bbox-1194-screen.jpg,sign_in
73,http://45.33.96.10:9081/aliexpress-video-signin-1-2-bbox-0075-screen.jpg,home
74,http://45.33.96.10:9081/aliexpress-signin-bbox-2731-screen.jpg,sign_in
75,http://45.33.96.10:9081/wish-video-signin-1-bbox-4230-screen.jpg,popup
76,http://45.33.96.10:9081/buzzfeed-signin-1-bbox-1353-screen.jpg,signin_google
77,http://45.33.96.10:9081/home-video-signin-3-2-bbox-1795-screen.jpg,sign_in
78,http://45.33.96.10:9081/home-video-signin-3-2-bbox-1722-screen.jpg,error
79,http://45.33.96.10:9081/zappos-signin-2-bbox-1308-screen.jpg,sign_in
80,http://45.33.96.10:9081/home-video-signin-3-1-bbox-0061-screen.jpg,sign_in
81,http://45.33.96.10:9081/wish-video-signin-1-bbox-1595-screen.jpg,sign_in
82,http://45.33.96.10:9081/groupon-video-signin-2-2-bbox-1486-screen.jpg,sign_in
83,http://45.33.96.10:9081/aliexpress-video-signin-1-1-bbox-2026-screen.jpg,sign_in
84,http://45.33.96.10:9081/buzzfeed-signin-1-bbox-1419-screen.jpg,signin_google_popup
85,http://45.33.96.10:9081/home-video-signin-3-2-bbox-0109-screen.jpg,sign_in
86,http://45.33.96.10:9081/groupon-video-signin-2-1-bbox-1395-screen.jpg,sign_in
87,http://45.33.96.10:9081/wish-video-signin-3-bbox-3938-screen.jpg,sign_in
88,http://45.33.96.10:9081/home-video-signin-3-1-bbox-0986-screen.jpg,sign_in
89,http://45.33.96.10:9081/buzzfeed-signin-1-bbox-1148-screen.jpg,signin_google
90,http://45.33.96.10:9081/wish-video-signin-2-bbox-0092-screen.jpg,signin_google_popup
91,http://45.33.96.10:9081/wish-video-signin-1-bbox-0052-screen.jpg,sign_in
92,http://45.33.96.10:9081/zappos-signin-2-bbox-0433-screen.jpg,sign_in
93,http://45.33.96.10:9081/aliexpress-video-signin-1-2-bbox-0180-screen.jpg,account_guest
94,http://45.33.96.10:9081/etsy-signin-1-bbox-0241-screen.jpg,get_started
95,http://45.33.96.10:9081/6pm-video-signin-3-bbox-2399-screen.jpg,sign_in
96,http://45.33.96.10:9081/6pm-video-signin-3-bbox-2952-screen.jpg,sign_in
97,http://45.33.96.10:9081/6pm-video-signin-1-bbox-2348-screen.jpg,sign_in
98,http://45.33.96.10:9081/6pm-video-signin-3-bbox-0568-screen.jpg,menu
99,http://45.33.96.10:9081/6pm-video-signin-1-bbox-0438-screen.jpg,sign_in
100,http://45.33.96.10:9081/etsy-signin-1-bbox-1127-screen.jpg,sign_in
101,http://45.33.96.10:9081/etsy-signin-1-bbox-0928-screen.jpg,sign_in
102,http://45.33.96.10:9081/6pm-video-signin-1-bbox-2282-screen.jpg,sign_in
103,http://45.33.96.10:9081/6pm-video-signin-2-bbox-2798-screen.jpg,sign_in
104,http://45.33.96.10:9081/6pm-video-signin-3-bbox-0419-screen.jpg,home
105,http://45.33.96.10:9081/6pm-video-signin-2-bbox-0285-screen.jpg,cart
106,http://45.33.96.10:9081/6pm-video-signin-3-bbox-0965-screen.jpg,sign_in
107,http://45.33.96.10:9081/etsy-signin-1-bbox-0316-screen.jpg,signin_or_signup
108,http://45.33.96.10:9081/6pm-video-signin-3-bbox-1270-screen.jpg,signin_amazon
109,http://45.33.96.10:9081/6pm-video-signin-2-bbox-1920-screen.jpg,sign_in
110,http://45.33.96.10:9081/6pm-video-signin-2-bbox-1664-screen.jpg,sign_in
111,http://45.33.96.10:9081/6pm-video-signin-1-bbox-0189-screen.jpg,menu
112,http://45.33.96.10:9081/6pm-video-signin-1-bbox-0084-screen.jpg,home
113,http://45.33.96.10:9081/6pm-video-signin-1-bbox-1698-screen.jpg,sign_in
114,http://45.33.96.10:9081/6pm-video-signin-3-bbox-2890-screen.jpg,sign_in
115,http://45.33.96.10:9081/6pm-video-signin-2-bbox-0133-screen.jpg,home
0,http://45.33.96.10:9082/wish-signup-2-bbox-0864-screen.jpg,signin_fb
1,http://45.33.96.10:9082/buzzfeed-signup-2-bbox-4407-screen.jpg,signin_fb
2,http://45.33.96.10:9082/geek-signup-2-bbox-3712-screen.jpg,gender
3,http://45.33.96.10:9082/etsy-signup-3-bbox-0172-screen.jpg,menu
4,http://45.33.96.10:9082/home-signup-7-bbox-1892-screen.jpg,sign_up
5,http://45.33.96.10:9082/wish-signup-2-bbox-1104-screen.jpg,sign_up
6,http://45.33.96.10:9082/wish-signup-1_2-bbox-0066-screen.jpg,signin_google_popup
7,http://45.33.96.10:9082/home-signup-7-bbox-1861-screen.jpg,signin_google_popup
8,http://45.33.96.10:9082/groupon-signup-9-bbox-0670-screen.jpg,home
9,http://45.33.96.10:9082/geek-signup-5-bbox-1657-screen.jpg,sign_up
10,http://45.33.96.10:9082/etsy-signup-2-bbox-2328-screen.jpg,sign_up
11,http://45.33.96.10:9082/home-signup-11-bbox-2982-screen.jpg,sign_up
12,http://45.33.96.10:9082/etsy-signup-1-bbox-0448-screen.jpg,sign_up
13,http://45.33.96.10:9082/usatoday-signup-1-bbox-0106-screen.jpg,get_started
14,http://45.33.96.10:9082/zappos-signup-5-bbox-0596-screen.jpg,sign_up
15,http://45.33.96.10:9082/geek-signup-3-bbox-0909-screen.jpg,sign_up
16,http://45.33.96.10:9082/groupon-signup-1-bbox-2250-screen.jpg,sign_up
17,http://45.33.96.10:9082/geek-signup-2-bbox-0609-screen.jpg,sign_up
18,http://45.33.96.10:9082/home-signup-14-bbox-0032-screen.jpg,sign_in
19,http://45.33.96.10:9082/usatoday-signup-2-bbox-1142-screen.jpg,sign_up
20,http://45.33.96.10:9082/aliexpress-signup-1_2-bbox-0480-screen.jpg,signin_or_signup
21,http://45.33.96.10:9082/wish-signup-7-bbox-0425-screen.jpg,sign_up
22,http://45.33.96.10:9082/usatoday-signup-1-bbox-0212-screen.jpg,get_started
23,http://45.33.96.10:9082/wish-signup-2-bbox-0558-screen.jpg,sign_in
24,http://45.33.96.10:9082/wish-signup-3-bbox-2436-screen.jpg,gender
25,http://45.33.96.10:9082/AliExpress-signup-4-bbox-3583-screen.jpg,sign_up
26,http://45.33.96.10:9082/Geek-signup-7-bbox-4579-screen.jpg,sign_up
27,http://45.33.96.10:9082/home-signup-3-bbox-3263-screen.jpg,gender
28,http://45.33.96.10:9082/aliexpress-signup-1-bbox-1605-screen.jpg,sign_up
29,http://45.33.96.10:9082/groupon-signup-10-bbox-1010-screen.jpg,sign_in
30,http://45.33.96.10:9082/home-signup-1-bbox-1018-screen.jpg,sign_up
31,http://45.33.96.10:9082/home-signup-1-bbox-0136-screen.jpg,sign_up
32,http://45.33.96.10:9082/wish-signup-7_2-bbox-2348-screen.jpg,sign_up
33,http://45.33.96.10:9082/groupon-signup-7-bbox-0228-screen.jpg,popup
34,http://45.33.96.10:9082/etsy-signup-2-bbox-1891-screen.jpg,sign_up
35,http://45.33.96.10:9082/home-signup-13-bbox-1314-screen.jpg,sign_up
36,http://45.33.96.10:9082/home-signup-1_2-bbox-1528-screen.jpg,sign_up
37,http://45.33.96.10:9082/home-signup-9-bbox-1132-screen.jpg,sign_in
38,http://45.33.96.10:9082/groupon-signup-2-bbox-2227-screen.jpg,sign_up
39,http://45.33.96.10:9082/home-signup-3_2-bbox-1961-screen.jpg,sign_up
40,http://45.33.96.10:9082/home-signup-11-bbox-0943-screen.jpg,sign_in
41,http://45.33.96.10:9082/groupon-signup-4-bbox-0333-screen.jpg,account_guest
42,http://45.33.96.10:9082/Geek-signup-7-bbox-4398-screen.jpg,sign_up
43,http://45.33.96.10:9082/geek-signup-2-bbox-0804-screen.jpg,sign_up
44,http://45.33.96.10:9082/home-signup-2_2-bbox-1734-screen.jpg,sign_up
45,http://45.33.96.10:9082/home-signup-8-bbox-0453-screen.jpg,signin_google_popup
46,http://45.33.96.10:9082/wish-signup-4-bbox-2188-screen.jpg,sign_up
47,http://45.33.96.10:9082/groupon-signup-12-bbox-2378-screen.jpg,error
48,http://45.33.96.10:9082/wish-signup-7-bbox-3049-screen.jpg,error
49,http://45.33.96.10:9082/AliExpress-signup-3-bbox-1002-screen.jpg,account_guest
50,http://45.33.96.10:9082/groupon-signup-14-bbox-2365-screen.jpg,sign_up
51,http://45.33.96.10:9082/wish-signup-6_2-bbox-1838-screen.jpg,sign_up
52,http://45.33.96.10:9082/AliExpress-signup-4-bbox-1472-screen.jpg,home
53,http://45.33.96.10:9082/etsy-signup-2_2-bbox-0298-screen.jpg,cart
54,http://45.33.96.10:9082/home-signup-2-bbox-1941-screen.jpg,terms
55,http://45.33.96.10:9082/home-signup-8-bbox-0746-screen.jpg,gender
56,http://45.33.96.10:9082/usatoday-signup-2-bbox-0925-screen.jpg,sign_in
57,http://45.33.96.10:9082/aliexpress-signup-1-bbox-0435-screen.jpg,account_guest
58,http://45.33.96.10:9082/wish-signup-8-bbox-1745-screen.jpg,error
59,http://45.33.96.10:9082/etsy-signup-1-bbox-1596-screen.jpg,sign_up
60,http://45.33.96.10:9082/home-signup-5-bbox-3921-screen.jpg,gender
61,http://45.33.96.10:9082/groupon-signup-11-bbox-2073-screen.jpg,sign_up
62,http://45.33.96.10:9082/groupon-signup-11-bbox-0089-screen.jpg,popup
63,http://45.33.96.10:9082/geek-signup-5-bbox-0740-screen.jpg,sign_up
64,http://45.33.96.10:9082/6pm-signup-2-bbox-1651-screen.jpg,sign_up
65,http://45.33.96.10:9082/etsy-signup-3-bbox-0640-screen.jpg,sign_up
66,http://45.33.96.10:9082/geek-signup-3-bbox-0348-screen.jpg,sign_up
67,http://45.33.96.10:9082/groupon-signup-3_2-bbox-2229-screen.jpg,sign_up
68,http://45.33.96.10:9082/groupon-signup-7-bbox-2529-screen.jpg,sign_up
69,http://45.33.96.10:9082/6pm-signup-6-bbox-2048-screen.jpg,
70,http://45.33.96.10:9082/wish-signup-7_2-bbox-0361-screen.jpg,sign_up
71,http://45.33.96.10:9082/groupon-signup-3-bbox-2650-screen.jpg,sign_up
72,http://45.33.96.10:9082/wish-signup-2_2-bbox-1131-screen.jpg,sign_up
73,http://45.33.96.10:9082/home-signup-12-bbox-0286-screen.jpg,sign_in
74,http://45.33.96.10:9082/wish-signup-2-bbox-1876-screen.jpg,sign_up
75,http://45.33.96.10:9082/etsy-signup-2_2-bbox-1246-screen.jpg,sign_up
76,http://45.33.96.10:9082/home-signup-13-bbox-1989-screen.jpg,sign_up
77,http://45.33.96.10:9082/wish-signup-3-bbox-0183-screen.jpg,sign_up
78,http://45.33.96.10:9082/wish-signup-6-bbox-3716-screen.jpg,gender
79,http://45.33.96.10:9082/aliexpress-signup-1_2-bbox-0350-screen.jpg,home
80,http://45.33.96.10:9082/groupon-signup-5-bbox-1910-screen.jpg,error
81,http://45.33.96.10:9082/etsy-signup-2-bbox-2256-screen.jpg,sign_up
82,http://45.33.96.10:9082/home-signup-6-bbox-0676-screen.jpg,gender
83,http://45.33.96.10:9082/geek-signup-1-bbox-0797-screen.jpg,sign_up
84,http://45.33.96.10:9082/6pm-signup-7-bbox-0445-screen.jpg,sign_up
85,http://45.33.96.10:9082/wish-signup-2-bbox-0602-screen.jpg,error
86,http://45.33.96.10:9082/groupon-signup-11-bbox-0517-screen.jpg,sign_up
87,http://45.33.96.10:9082/etsy-signup-1_2-bbox-3340-screen.jpg,get_started
88,http://45.33.96.10:9082/usatoday-signup-1-bbox-0843-screen.jpg,get_started
89,http://45.33.96.10:9082/groupon-signup-4-bbox-1170-screen.jpg,sign_up
90,http://45.33.96.10:9082/wish-signup-4-bbox-0216-screen.jpg,sign_in
91,http://45.33.96.10:9082/zappos-signup-5-bbox-0474-screen.jpg,sign_up
92,http://45.33.96.10:9082/home-signup-4-bbox-1199-screen.jpg,sign_up
93,http://45.33.96.10:9082/wish-signup-6_2-bbox-2241-screen.jpg,sign_up
94,http://45.33.96.10:9082/groupon-signup-8-bbox-0449-screen.jpg,sign_up
95,http://45.33.96.10:9082/home-signup-10-bbox-0405-screen.jpg,sign_in
96,http://45.33.96.10:9082/geek-signup-4-bbox-3593-screen.jpg,sign_up
97,http://45.33.96.10:9082/wish-signup-5-bbox-0155-screen.jpg,sign_up
98,http://45.33.96.10:9082/groupon-signup-3_2-bbox-0535-screen.jpg,sign_up
99,http://45.33.96.10:9082/home-signup-2-bbox-1845-screen.jpg,terms
100,http://45.33.96.10:9082/6pm-signup-1-bbox-4134-screen.jpg,sign_up
101,http://45.33.96.10:9082/etsy-signup-1_2-bbox-3478-screen.jpg,sign_in
102,http://45.33.96.10:9082/groupon-signup-4-bbox-2482-screen.jpg,sign_up
103,http://45.33.96.10:9082/home-signup-9-bbox-3463-screen.jpg,sign_up
104,http://45.33.96.10:9082/etsy-signup-1_2-bbox-3830-screen.jpg,sign_up
105,http://45.33.96.10:9082/home-signup-3-bbox-3292-screen.jpg,gender
106,http://45.33.96.10:9082/etsy-signup-2-bbox-0047-screen.jpg,get_started
107,http://45.33.96.10:9082/geek-signup-4-bbox-0292-screen.jpg,sign_in
108,http://45.33.96.10:9082/wish-signup-3-bbox-1799-screen.jpg,error
109,http://45.33.96.10:9082/home-signup-11-bbox-1631-screen.jpg,sign_up
110,http://45.33.96.10:9082/etsy-signup-2_2-bbox-3002-screen.jpg,sign_up
111,http://45.33.96.10:9082/wish-signup-5-bbox-0509-screen.jpg,sign_up
112,http://45.33.96.10:9082/wish-signup-6-bbox-2168-screen.jpg,signin_google
113,http://45.33.96.10:9082/wish-signup-6-bbox-2780-screen.jpg,terms
114,http://45.33.96.10:9082/groupon-signup-12-bbox-2464-screen.jpg,sign_up
115,http://45.33.96.10:9082/home-signup-12-bbox-1647-screen.jpg,sign_up
116,http://45.33.96.10:9082/usatoday-signup-2-bbox-1608-screen.jpg,sign_up
117,http://45.33.96.10:9082/groupon-signup-8-bbox-0211-screen.jpg,popup
118,http://45.33.96.10:9082/home-signup-10-bbox-1532-screen.jpg,sign_in
119,http://45.33.96.10:9082/6pm-signup-6-bbox-2997-screen.jpg,sign_up
120,http://45.33.96.10:9082/wish-signup-7_2-bbox-0068-screen.jpg,sign_up
121,http://45.33.96.10:9082/groupon-signup-9-bbox-2575-screen.jpg,sign_up
122,http://45.33.96.10:9082/home-signup-9-bbox-0318-screen.jpg,sign_in
123,http://45.33.96.10:9082/wish-signup-5_2-bbox-2354-screen.jpg,sign_up
124,http://45.33.96.10:9082/groupon-signup-13-bbox-4829-screen.jpg,sign_up
125,http://45.33.96.10:9082/usatoday-signup-1-bbox-0159-screen.jpg,get_started
126,http://45.33.96.10:9082/wish-signup-4-bbox-3368-screen.jpg,sign_up
127,http://45.33.96.10:9082/buzzfeed-signup-2-bbox-2303-screen.jpg,signin_or_signup
128,http://45.33.96.10:9082/home-signup-7-bbox-0318-screen.jpg,sign_in
129,http://45.33.96.10:9082/wish-signup-5-bbox-3999-screen.jpg,gender
130,http://45.33.96.10:9082/home-signup-5-bbox-2187-screen.jpg,sign_up
131,http://45.33.96.10:9082/wish-signup-2-bbox-1338-screen.jpg,sign_up
132,http://45.33.96.10:9082/groupon-signup-7-bbox-0670-screen.jpg,home
133,http://45.33.96.10:9082/geek-signup-2-bbox-0082-screen.jpg,signin_or_signup
134,http://45.33.96.10:9082/groupon-signup-2-bbox-2190-screen.jpg,sign_in
135,http://45.33.96.10:9082/geek-signup-3-bbox-2188-screen.jpg,sign_up
136,http://45.33.96.10:9082/home-signup-2-bbox-0163-screen.jpg,sign_in
137,http://45.33.96.10:9082/groupon-signup-7-bbox-2575-screen.jpg,sign_up
138,http://45.33.96.10:9082/home-signup-12-bbox-0615-screen.jpg,sign_up
139,http://45.33.96.10:9082/6pm-signup-7-bbox-2014-screen.jpg,sign_up
140,http://45.33.96.10:9082/AliExpress-signup-4-bbox-1363-screen.jpg,account_guest
141,http://45.33.96.10:9082/groupon-signup-8-bbox-0703-screen.jpg,sign_up
142,http://45.33.96.10:9082/6pm-signup-2-bbox-3561-screen.jpg,sign_up
143,http://45.33.96.10:9082/groupon-signup-3-bbox-2295-screen.jpg,sign_up
144,http://45.33.96.10:9082/groupon-signup-13-bbox-4092-screen.jpg,sign_up
145,http://45.33.96.10:9082/home-signup-2-bbox-2756-screen.jpg,gender
146,http://45.33.96.10:9082/6pm-signup-1-bbox-1503-screen.jpg,sign_up
147,http://45.33.96.10:9082/home-signup-1_2-bbox-0154-screen.jpg,sign_up
148,http://45.33.96.10:9082/etsy-signup-1_2-bbox-3572-screen.jpg,sign_up
149,http://45.33.96.10:9082/groupon-signup-7-bbox-0832-screen.jpg,sign_in
150,http://45.33.96.10:9082/groupon-signup-7-bbox-0732-screen.jpg,account_guest
151,http://45.33.96.10:9082/aliexpress-signup-1_2-bbox-3321-screen.jpg,sign_up
152,http://45.33.96.10:9082/wish-signup-8-bbox-0033-screen.jpg,sign_in
153,http://45.33.96.10:9082/geek-signup-4-bbox-5159-screen.jpg,sign_up
154,http://45.33.96.10:9082/home-signup-10-bbox-1969-screen.jpg,popup
155,http://45.33.96.10:9082/etsy-signup-3-bbox-0380-screen.jpg,sign_up
156,http://45.33.96.10:9082/home-signup-9-bbox-3555-screen.jpg,sign_up
157,http://45.33.96.10:9082/home-signup-10-bbox-1801-screen.jpg,sign_in
158,http://45.33.96.10:9082/groupon-signup-10-bbox-1471-screen.jpg,sign_in
159,http://45.33.96.10:9082/home-signup-7-bbox-1629-screen.jpg,sign_in
160,http://45.33.96.10:9082/6pm-signup-6-bbox-1930-screen.jpg,sign_up
161,http://45.33.96.10:9082/home-signup-4-bbox-0390-screen.jpg,sign_in
162,http://45.33.96.10:9082/groupon-signup-6-bbox-2045-screen.jpg,sign_up
163,http://45.33.96.10:9082/etsy-signup-1_2-bbox-3791-screen.jpg,sign_up
164,http://45.33.96.10:9082/groupon-signup-4-bbox-0278-screen.jpg,home
165,http://45.33.96.10:9082/home-signup-12-bbox-0201-screen.jpg,sign_in
166,http://45.33.96.10:9082/home-signup-3-bbox-0954-screen.jpg,sign_up
167,http://45.33.96.10:9082/etsy-signup-1_2-bbox-4576-screen.jpg,sign_up
168,http://45.33.96.10:9082/groupon-signup-5-bbox-2039-screen.jpg,sign_up
169,http://45.33.96.10:9082/Geek-signup-7-bbox-1795-screen.jpg,sign_in
170,http://45.33.96.10:9082/wish-signup-6_2-bbox-0515-screen.jpg,sign_up
171,http://45.33.96.10:9082/groupon-signup-4-bbox-2055-screen.jpg,sign_up
172,http://45.33.96.10:9082/wish-signup-2-bbox-1325-screen.jpg,sign_up
173,http://45.33.96.10:9082/groupon-signup-3-bbox-2014-screen.jpg,sign_in
174,http://45.33.96.10:9082/wish-signup-3-bbox-1915-screen.jpg,sign_up
175,http://45.33.96.10:9082/zappos-signup-4-bbox-1178-screen.jpg,sign_up
176,http://45.33.96.10:9082/groupon-signup-7-bbox-1981-screen.jpg,sign_up
177,http://45.33.96.10:9082/aliexpress-signup-1-bbox-2722-screen.jpg,sign_up
178,http://45.33.96.10:9082/home-signup-4-bbox-3706-screen.jpg,gender
179,http://45.33.96.10:9082/home-signup-11-bbox-1205-screen.jpg,sign_in
180,http://45.33.96.10:9082/Geek-signup-6-bbox-3340-screen.jpg,sign_up
181,http://45.33.96.10:9082/home-signup-14-bbox-2001-screen.jpg,error
182,http://45.33.96.10:9082/etsy-signup-2_2-bbox-1031-screen.jpg,sign_up
183,http://45.33.96.10:9082/groupon-signup-9-bbox-2503-screen.jpg,sign_up
184,http://45.33.96.10:9082/etsy-signup-2_2-bbox-0444-screen.jpg,get_started
185,http://45.33.96.10:9082/Geek-signup-7-bbox-4679-screen.jpg,sign_up
186,http://45.33.96.10:9082/etsy-signup-3-bbox-0300-screen.jpg,signin_or_signup
187,http://45.33.96.10:9082/AliExpress-signup-5-bbox-2372-screen.jpg,sign_up
188,http://45.33.96.10:9082/home-signup-10-bbox-1579-screen.jpg,error
189,http://45.33.96.10:9082/wish-signup-4-bbox-2872-screen.jpg,sign_up
190,http://45.33.96.10:9082/groupon-signup-3_2-bbox-3215-screen.jpg,sign_up
191,http://45.33.96.10:9082/wish-signup-5_2-bbox-0452-screen.jpg,sign_up
192,http://45.33.96.10:9082/home-signup-2-bbox-2806-screen.jpg,gender
193,http://45.33.96.10:9082/groupon-signup-13-bbox-0245-screen.jpg,signin_or_signup
194,http://45.33.96.10:9082/home-signup-7-bbox-3555-screen.jpg,sign_up
195,http://45.33.96.10:9082/home-signup-9-bbox-1861-screen.jpg,signin_google_popup
196,http://45.33.96.10:9082/Geek-signup-6-bbox-0984-screen.jpg,sign_up
197,http://45.33.96.10:9082/wish-signup-5_2-bbox-1999-screen.jpg,sign_up
198,http://45.33.96.10:9082/home-signup-2_2-bbox-1764-screen.jpg,sign_up
199,http://45.33.96.10:9082/groupon-signup-1-bbox-1306-screen.jpg,sign_up
200,http://45.33.96.10:9082/home-signup-9-bbox-1629-screen.jpg,sign_in
201,http://45.33.96.10:9082/wish-signup-7_2-bbox-2719-screen.jpg,gender
202,http://45.33.96.10:9082/Geek-signup-6-bbox-3916-screen.jpg,gender
203,http://45.33.96.10:9082/home-signup-5-bbox-2338-screen.jpg,sign_up
204,http://45.33.96.10:9082/Geek-signup-7-bbox-0457-screen.jpg,sign_in
